"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"PRP4K","ENSG00000112739","","pre-mRNA processing factor kinase PRP4K(PRP4K)","Homo sapiens"
"PRPF18","ENSG00000165630","","pre-mRNA processing factor 18(PRPF18)","Homo sapiens"
"PRPF19","ENSG00000110107","","pre-mRNA processing factor 19(PRPF19)","Homo sapiens"
"PRPF3","ENSG00000117360","","pre-mRNA processing factor 3(PRPF3)","Homo sapiens"
"PRPF31","ENSG00000105618","","pre-mRNA processing factor 31(PRPF31)","Homo sapiens"
"PRPF38A","ENSG00000134748","","pre-mRNA processing factor 38A(PRPF38A)","Homo sapiens"
"PRPF38B","ENSG00000134186","","pre-mRNA processing factor 38B(PRPF38B)","Homo sapiens"
"PRPF39","ENSG00000185246","","pre-mRNA processing factor 39(PRPF39)","Homo sapiens"
"PRPF4","ENSG00000136875","","pre-mRNA splicing tri-snRNP complex factor PRPF4(PRPF4)","Homo sapiens"
"PRPF40A","ENSG00000196504","","pre-mRNA processing factor 40 homolog A(PRPF40A)","Homo sapiens"
"PRPF40B","ENSG00000110844","","pre-mRNA processing factor 40 homolog B(PRPF40B)","Homo sapiens"
"PRPF6","ENSG00000101161","","pre-mRNA processing factor 6(PRPF6)","Homo sapiens"
"PRPF8","ENSG00000174231","","pre-mRNA processing factor 8(PRPF8)","Homo sapiens"
"PRPH2","ENSG00000112619","","peripherin 2(PRPH2)","Homo sapiens"
"PRPS1","ENSG00000147224","","phosphoribosyl pyrophosphate synthetase 1(PRPS1)","Homo sapiens"
"PRPS2","ENSG00000101911","","phosphoribosyl pyrophosphate synthetase 2(PRPS2)","Homo sapiens"
"PRPSAP1","ENSG00000161542","","phosphoribosyl pyrophosphate synthetase associated protein 1(PRPSAP1)","Homo sapiens"
"PRPSAP2","ENSG00000141127","","phosphoribosyl pyrophosphate synthetase associated protein 2(PRPSAP2)","Homo sapiens"
"PRR11","ENSG00000068489","","proline rich 11(PRR11)","Homo sapiens"
"PRR12","ENSG00000126464","","proline rich 12(PRR12)","Homo sapiens"
"PRR13","ENSG00000205352","","proline rich 13(PRR13)","Homo sapiens"
"PRR14","ENSG00000156858","","proline rich 14(PRR14)","Homo sapiens"
"PRR14L","ENSG00000183530","","proline rich 14 like(PRR14L)","Homo sapiens"
"PRR15","ENSG00000176532","","proline rich 15(PRR15)","Homo sapiens"
"PRR15L","ENSG00000167183","","proline rich 15 like(PRR15L)","Homo sapiens"
"PRR16","ENSG00000184838","","proline rich 16(PRR16)","Homo sapiens"
"PRR19","ENSG00000188368","","proline rich 19(PRR19)","Homo sapiens"
"PRR22","ENSG00000212123","","proline rich 22(PRR22)","Homo sapiens"
"PRR29","ENSG00000224383","","proline rich 29(PRR29)","Homo sapiens"
"PRR3","ENSG00000204576","","proline rich 3(PRR3)","Homo sapiens"
"PRR33","ENSG00000283787","","proline rich 33(PRR33)","Homo sapiens"
"PRR34-AS1","ENSG00000197182","","PRR34 antisense RNA 1(PRR34-AS1)","Homo sapiens"
"PRR36","ENSG00000183248","","proline rich 36(PRR36)","Homo sapiens"
"PRR4","ENSG00000111215","","proline rich 4(PRR4)","Homo sapiens"
"PRR5","ENSG00000186654","","proline rich 5(PRR5)","Homo sapiens"
"PRR5-ARHGAP8","ENSG00000248405","","PRR5-ARHGAP8 readthrough(PRR5-ARHGAP8)","Homo sapiens"
"PRR5L","ENSG00000135362","","proline rich 5 like(PRR5L)","Homo sapiens"
"PRR7","ENSG00000131188","","proline rich 7, synaptic(PRR7)","Homo sapiens"
"PRRC1","ENSG00000164244","","proline rich coiled-coil 1(PRRC1)","Homo sapiens"
"PRRC2A","ENSG00000204469","","proline rich coiled-coil 2A(PRRC2A)","Homo sapiens"
"PRRG1","ENSG00000130962","","proline rich and Gla domain 1(PRRG1)","Homo sapiens"
"PRRG2","ENSG00000126460","","proline rich and Gla domain 2(PRRG2)","Homo sapiens"
"PRRG4","ENSG00000135378","","proline rich and Gla domain 4(PRRG4)","Homo sapiens"
"PRRT1","ENSG00000204314","","proline rich transmembrane protein 1(PRRT1)","Homo sapiens"
"PRRT1B","ENSG00000283526","","proline rich transmembrane protein 1B(PRRT1B)","Homo sapiens"
"PRRT2","ENSG00000167371,ENSG00000280893","","proline rich transmembrane protein 2(PRRT2)","Homo sapiens"
"PRRT3","ENSG00000163704","","proline rich transmembrane protein 3(PRRT3)","Homo sapiens"
"PRRT3-AS1","ENSG00000230082","","PRRT3 antisense RNA 1(PRRT3-AS1)","Homo sapiens"
"PRRX1","ENSG00000116132","","paired related homeobox 1(PRRX1)","Homo sapiens"
"PRRX2","ENSG00000167157","","paired related homeobox 2(PRRX2)","Homo sapiens"
"PRSS12","ENSG00000164099","","serine protease 12(PRSS12)","Homo sapiens"
"PRSS16","ENSG00000112812","","serine protease 16(PRSS16)","Homo sapiens"
"PRSS2","ENSG00000275896","","serine protease 2(PRSS2)","Homo sapiens"
"PRSS21","ENSG00000007038","","serine protease 21(PRSS21)","Homo sapiens"
"PRSS22","ENSG00000005001","","serine protease 22(PRSS22)","Homo sapiens"
"PRSS36","ENSG00000178226","","serine protease 36(PRSS36)","Homo sapiens"
"PRSS50","ENSG00000283706","","serine protease 50(PRSS50)","Homo sapiens"
"PRSS53","ENSG00000151006","","serine protease 53(PRSS53)","Homo sapiens"
"PRSS54","ENSG00000103023","","serine protease 54(PRSS54)","Homo sapiens"
"PRSS8","ENSG00000052344","","serine protease 8(PRSS8)","Homo sapiens"
"PRTFDC1","ENSG00000099256","","phosphoribosyl transferase domain containing 1(PRTFDC1)","Homo sapiens"
"PRTN3","ENSG00000196415","","proteinase 3(PRTN3)","Homo sapiens"
"PRUNE1","ENSG00000143363","","prune exopolyphosphatase 1(PRUNE1)","Homo sapiens"
"PRUNE2","ENSG00000106772","","prune homolog 2 with BCH domain(PRUNE2)","Homo sapiens"
"PRX","ENSG00000105227","","periaxin(PRX)","Homo sapiens"
"PRXL2A","ENSG00000122378","","peroxiredoxin like 2A(PRXL2A)","Homo sapiens"
"PRXL2B","ENSG00000157870","","peroxiredoxin like 2B(PRXL2B)","Homo sapiens"
"PRXL2C","ENSG00000158122","","peroxiredoxin like 2C(PRXL2C)","Homo sapiens"
"PSAP","ENSG00000197746","","prosaposin(PSAP)","Homo sapiens"
"PSAT1","ENSG00000135069","","phosphoserine aminotransferase 1(PSAT1)","Homo sapiens"
"PSCA","ENSG00000167653","","prostate stem cell antigen(PSCA)","Homo sapiens"
"PSD3","ENSG00000156011","","pleckstrin and Sec7 domain containing 3(PSD3)","Homo sapiens"
"PSD4","ENSG00000125637","","pleckstrin and Sec7 domain containing 4(PSD4)","Homo sapiens"
"PSEN1","ENSG00000080815","","presenilin 1(PSEN1)","Homo sapiens"
"PSEN2","ENSG00000143801","","presenilin 2(PSEN2)","Homo sapiens"
"PSENEN","ENSG00000205155","","presenilin enhancer, gamma-secretase subunit(PSENEN)","Homo sapiens"
"PSIP1","ENSG00000164985","","PC4 and SRSF1 interacting protein 1(PSIP1)","Homo sapiens"
"PSKH1","ENSG00000159792","","protein serine kinase H1(PSKH1)","Homo sapiens"
"PSMA1","ENSG00000129084","","proteasome 20S subunit alpha 1(PSMA1)","Homo sapiens"
"PSMA2","ENSG00000106588,ENSG00000256646","","proteasome 20S subunit alpha 2(PSMA2)","Homo sapiens"
"PSMA2P3","ENSG00000227890","","proteasome subunit alpha 2 pseudogene 3(PSMA2P3)","Homo sapiens"
"PSMA3","ENSG00000100567","","proteasome 20S subunit alpha 3(PSMA3)","Homo sapiens"
"PSMA3-AS1","ENSG00000257621","","PSMA3 antisense RNA 1(PSMA3-AS1)","Homo sapiens"
"PSMA4","ENSG00000041357","","proteasome 20S subunit alpha 4(PSMA4)","Homo sapiens"
"PSMA5","ENSG00000143106","","proteasome 20S subunit alpha 5(PSMA5)","Homo sapiens"
"PSMA6","ENSG00000100902","","proteasome 20S subunit alpha 6(PSMA6)","Homo sapiens"
"PSMA7","ENSG00000101182","","proteasome 20S subunit alpha 7(PSMA7)","Homo sapiens"
"PSMB1","ENSG00000008018","","proteasome 20S subunit beta 1(PSMB1)","Homo sapiens"
"PSMB10","ENSG00000205220","","proteasome 20S subunit beta 10(PSMB10)","Homo sapiens"
"PSMB2","ENSG00000126067","","proteasome 20S subunit beta 2(PSMB2)","Homo sapiens"
"PSMB3","ENSG00000277791","","proteasome 20S subunit beta 3(PSMB3)","Homo sapiens"
"PSMB4","ENSG00000159377","","proteasome 20S subunit beta 4(PSMB4)","Homo sapiens"
"PSMB5","ENSG00000100804","","proteasome 20S subunit beta 5(PSMB5)","Homo sapiens"
"PSMB6","ENSG00000142507","","proteasome 20S subunit beta 6(PSMB6)","Homo sapiens"
"PSMB7","ENSG00000136930","","proteasome 20S subunit beta 7(PSMB7)","Homo sapiens"
"PSMB8","ENSG00000204264","","proteasome 20S subunit beta 8(PSMB8)","Homo sapiens"
"PSMB8-AS1","ENSG00000204261","","PSMB8 antisense RNA 1 (head to head)(PSMB8-AS1)","Homo sapiens"
"PSMB9","ENSG00000240065","","proteasome 20S subunit beta 9(PSMB9)","Homo sapiens"
"PSMC1","ENSG00000100764","","proteasome 26S subunit, ATPase 1(PSMC1)","Homo sapiens"
"PSMC1P1","ENSG00000241506","","proteasome 26S subunit, ATPase 1 pseudogene 1(PSMC1P1)","Homo sapiens"
"PSMC1P5","ENSG00000250273","","proteasome 26S subunit, ATPase 1 pseudogene 5(PSMC1P5)","Homo sapiens"
"PSMC1P9","ENSG00000255993","","proteasome 26S subunit, ATPase 1 pseudogene 9(PSMC1P9)","Homo sapiens"
"PSMC2","ENSG00000161057","","proteasome 26S subunit, ATPase 2(PSMC2)","Homo sapiens"
"PSMC2P1","ENSG00000240854","","PSMC2 pseudogene 1(PSMC2P1)","Homo sapiens"
"PSMC3","ENSG00000165916","","proteasome 26S subunit, ATPase 3(PSMC3)","Homo sapiens"
"PSMC3IP","ENSG00000131470","","PSMC3 interacting protein(PSMC3IP)","Homo sapiens"
"PSMC4","ENSG00000013275","","proteasome 26S subunit, ATPase 4(PSMC4)","Homo sapiens"
"PSMC5","ENSG00000087191","","proteasome 26S subunit, ATPase 5(PSMC5)","Homo sapiens"
"PSMD1","ENSG00000173692","","proteasome 26S subunit, non-ATPase 1(PSMD1)","Homo sapiens"
"PSMD10","ENSG00000101843","","proteasome 26S subunit, non-ATPase 10(PSMD10)","Homo sapiens"
"PSMD11","ENSG00000108671","","proteasome 26S subunit, non-ATPase 11(PSMD11)","Homo sapiens"
"PSMD12","ENSG00000197170","","proteasome 26S subunit, non-ATPase 12(PSMD12)","Homo sapiens"
"PSMD13","ENSG00000185627","","proteasome 26S subunit, non-ATPase 13(PSMD13)","Homo sapiens"
"PSMD14","ENSG00000115233","","proteasome 26S subunit, non-ATPase 14(PSMD14)","Homo sapiens"
"PSMD2","ENSG00000175166","","proteasome 26S subunit ubiquitin receptor, non-ATPase 2(PSMD2)","Homo sapiens"
"PSMD2P1","ENSG00000228818","","proteasome 26S subunit, non-ATPase, 2 pseudogene 1(PSMD2P1)","Homo sapiens"
"PSMD3","ENSG00000108344","","proteasome 26S subunit, non-ATPase 3(PSMD3)","Homo sapiens"
"PSMD4","ENSG00000159352","","proteasome 26S subunit ubiquitin receptor, non-ATPase 4(PSMD4)","Homo sapiens"
"PSMD5","ENSG00000095261","","proteasome 26S subunit, non-ATPase 5(PSMD5)","Homo sapiens"
"PSMD6","ENSG00000163636","","proteasome 26S subunit, non-ATPase 6(PSMD6)","Homo sapiens"
"PSMD6-AS1","ENSG00000243410","","PSMD6 antisense RNA 1(PSMD6-AS1)","Homo sapiens"
"PSMD6-AS2","ENSG00000239653","","PSMD6 antisense RNA 2(PSMD6-AS2)","Homo sapiens"
"PSMD7","ENSG00000103035","","proteasome 26S subunit, non-ATPase 7(PSMD7)","Homo sapiens"
"PSMD8","ENSG00000099341","","proteasome 26S subunit, non-ATPase 8(PSMD8)","Homo sapiens"
"PSMD9","ENSG00000110801,ENSG00000256950","","proteasome 26S subunit, non-ATPase 9(PSMD9)","Homo sapiens"
"PSME1","ENSG00000092010","","proteasome activator subunit 1(PSME1)","Homo sapiens"
"PSME2P1","ENSG00000238000","","proteasome activator subunit 2 pseudogene 1(PSME2P1)","Homo sapiens"
"PSME2P2","ENSG00000225131","","proteasome activator subunit 2 pseudogene 2(PSME2P2)","Homo sapiens"
"PSME2P3","ENSG00000248988","","proteasome activator subunit 2 pseudogene 3(PSME2P3)","Homo sapiens"
"PSME2P6","ENSG00000227462","","proteasome activator subunit 2 pseudogene 6(PSME2P6)","Homo sapiens"
"PSME3","ENSG00000131467","","proteasome activator subunit 3(PSME3)","Homo sapiens"
"PSME3IP1","ENSG00000172775","","proteasome activator subunit 3 interacting protein 1(PSME3IP1)","Homo sapiens"
"PSMF1","ENSG00000125818","","proteasome inhibitor subunit 1(PSMF1)","Homo sapiens"
"PSMG1","ENSG00000183527","","proteasome assembly chaperone 1(PSMG1)","Homo sapiens"
"PSMG2","ENSG00000128789","","proteasome assembly chaperone 2(PSMG2)","Homo sapiens"
"PSMG3","ENSG00000157778","","proteasome assembly chaperone 3(PSMG3)","Homo sapiens"
"PSMG3-AS1","ENSG00000230487","","PSMG3 antisense RNA 1 (head to head)(PSMG3-AS1)","Homo sapiens"
"PSMG4","ENSG00000180822","","proteasome assembly chaperone 4(PSMG4)","Homo sapiens"
"PSORS1C1","ENSG00000204540","","psoriasis susceptibility 1 candidate 1(PSORS1C1)","Homo sapiens"
"PSORS1C2","ENSG00000204538","","psoriasis susceptibility 1 candidate 2(PSORS1C2)","Homo sapiens"
"PSPC1","ENSG00000121390","","paraspeckle component 1(PSPC1)","Homo sapiens"
"PSPC1P1","ENSG00000227879","","paraspeckle component 1 pseudogene 1(PSPC1P1)","Homo sapiens"
"PSPH","ENSG00000146733","","phosphoserine phosphatase(PSPH)","Homo sapiens"
"PSPHP1","ENSG00000226278","","phosphoserine phosphatase pseudogene 1(PSPHP1)","Homo sapiens"
"PSPN","ENSG00000125650","","persephin(PSPN)","Homo sapiens"
"PSTK","ENSG00000179988","","phosphoseryl-tRNA kinase(PSTK)","Homo sapiens"
"PSTPIP1","ENSG00000140368","","proline-serine-threonine phosphatase interacting protein 1(PSTPIP1)","Homo sapiens"
"PSTPIP2","ENSG00000152229","","proline-serine-threonine phosphatase interacting protein 2(PSTPIP2)","Homo sapiens"
"PTAFR","ENSG00000169403","","platelet activating factor receptor(PTAFR)","Homo sapiens"
"PTAR1","ENSG00000188647","","protein prenyltransferase alpha subunit repeat containing 1(PTAR1)","Homo sapiens"
"PTBP1","ENSG00000011304","","polypyrimidine tract binding protein 1(PTBP1)","Homo sapiens"
"PTBP2","ENSG00000117569","","polypyrimidine tract binding protein 2(PTBP2)","Homo sapiens"
"PTBP3","ENSG00000119314","","polypyrimidine tract binding protein 3(PTBP3)","Homo sapiens"
"PTCD1","ENSG00000106246","","pentatricopeptide repeat domain 1(PTCD1)","Homo sapiens"
"PTCD2","ENSG00000049883","","pentatricopeptide repeat domain 2(PTCD2)","Homo sapiens"
"PTCD3","ENSG00000132300","","pentatricopeptide repeat domain 3(PTCD3)","Homo sapiens"
"PTCH1","ENSG00000185920","","patched 1(PTCH1)","Homo sapiens"
"PTCH2","ENSG00000117425","","patched 2(PTCH2)","Homo sapiens"
"PTCRA","ENSG00000171611","","pre T cell antigen receptor alpha(PTCRA)","Homo sapiens"
"PTCSC3","ENSG00000259104","","papillary thyroid carcinoma susceptibility candidate 3(PTCSC3)","Homo sapiens"
"PTDSS1","ENSG00000156471","","phosphatidylserine synthase 1(PTDSS1)","Homo sapiens"
"PTDSS2","ENSG00000174915","","phosphatidylserine synthase 2(PTDSS2)","Homo sapiens"
"PTEN","ENSG00000171862","","phosphatase and tensin homolog(PTEN)","Homo sapiens"
"PTER","ENSG00000165983","","phosphotriesterase related(PTER)","Homo sapiens"
"PTGDR","ENSG00000168229","","prostaglandin D2 receptor(PTGDR)","Homo sapiens"
"PTGDR2","ENSG00000183134","","prostaglandin D2 receptor 2(PTGDR2)","Homo sapiens"
"PTGDS","ENSG00000107317","","prostaglandin D2 synthase(PTGDS)","Homo sapiens"
"PTGER1","ENSG00000160951","","prostaglandin E receptor 1(PTGER1)","Homo sapiens"
"PTGER2","ENSG00000125384","","prostaglandin E receptor 2(PTGER2)","Homo sapiens"
"PTGER4","ENSG00000171522","","prostaglandin E receptor 4(PTGER4)","Homo sapiens"
"PTGES","ENSG00000148344","","prostaglandin E synthase(PTGES)","Homo sapiens"
"PTGES2","ENSG00000148334","","prostaglandin E synthase 2(PTGES2)","Homo sapiens"
"PTGES3","ENSG00000110958","","prostaglandin E synthase 3(PTGES3)","Homo sapiens"
"PTGES3L-AARSD1","ENSG00000108825","","PTGES3L-AARSD1 readthrough(PTGES3L-AARSD1)","Homo sapiens"
"PTGES3P4","ENSG00000236937","","prostaglandin E synthase 3 pseudogene 4(PTGES3P4)","Homo sapiens"
"PTGFR","ENSG00000122420","","prostaglandin F receptor(PTGFR)","Homo sapiens"
"PTGFRN","ENSG00000134247","","prostaglandin F2 receptor inhibitor(PTGFRN)","Homo sapiens"
"PTGIR","ENSG00000160013","","prostaglandin I2 receptor(PTGIR)","Homo sapiens"
"PTGIS","ENSG00000124212","","prostaglandin I2 synthase(PTGIS)","Homo sapiens"
"PTGR1","ENSG00000106853","","prostaglandin reductase 1(PTGR1)","Homo sapiens"
"PTGR2","ENSG00000140043,ENSG00000258653","","prostaglandin reductase 2(PTGR2)","Homo sapiens"
"PTGR3","ENSG00000180011","","prostaglandin reductase 3(PTGR3)","Homo sapiens"
"PTGS1","ENSG00000095303","","prostaglandin-endoperoxide synthase 1(PTGS1)","Homo sapiens"
"PTH1R","ENSG00000160801","","parathyroid hormone 1 receptor(PTH1R)","Homo sapiens"
"PTHLH","ENSG00000087494","","parathyroid hormone like hormone(PTHLH)","Homo sapiens"
"PTK2","ENSG00000169398","","protein tyrosine kinase 2(PTK2)","Homo sapiens"
"PTK2B","ENSG00000120899","","protein tyrosine kinase 2 beta(PTK2B)","Homo sapiens"
"PTK6","ENSG00000101213","","protein tyrosine kinase 6(PTK6)","Homo sapiens"
"PTK7","ENSG00000112655","","protein tyrosine kinase 7 (inactive)(PTK7)","Homo sapiens"
"PTMA","ENSG00000187514","","prothymosin alpha(PTMA)","Homo sapiens"
"PTMS","ENSG00000159335","","parathymosin(PTMS)","Homo sapiens"
"PTN","ENSG00000105894","","pleiotrophin(PTN)","Homo sapiens"
"PTOV1","ENSG00000104960","","PTOV1 extended AT-hook containing adaptor protein(PTOV1)","Homo sapiens"
"PTP4A1","ENSG00000112245","","protein tyrosine phosphatase 4A1(PTP4A1)","Homo sapiens"
"PTP4A2","ENSG00000184007","","protein tyrosine phosphatase 4A2(PTP4A2)","Homo sapiens"
"PTP4A3","ENSG00000184489","","protein tyrosine phosphatase 4A3(PTP4A3)","Homo sapiens"
"PTPA","ENSG00000119383","","protein phosphatase 2 phosphatase activator(PTPA)","Homo sapiens"
"PTPDC1","ENSG00000158079","","protein tyrosine phosphatase domain containing 1(PTPDC1)","Homo sapiens"
"PTPMT1","ENSG00000110536","","protein tyrosine phosphatase mitochondrial 1(PTPMT1)","Homo sapiens"
"PTPN1","ENSG00000196396","","protein tyrosine phosphatase non-receptor type 1(PTPN1)","Homo sapiens"
"PTPN11","ENSG00000179295","","protein tyrosine phosphatase non-receptor type 11(PTPN11)","Homo sapiens"
"PTPN12","ENSG00000127947","","protein tyrosine phosphatase non-receptor type 12(PTPN12)","Homo sapiens"
"PTPN13","ENSG00000163629","","protein tyrosine phosphatase non-receptor type 13(PTPN13)","Homo sapiens"
"PTPN14","ENSG00000152104","","protein tyrosine phosphatase non-receptor type 14(PTPN14)","Homo sapiens"
"PTPN2","ENSG00000175354","","protein tyrosine phosphatase non-receptor type 2(PTPN2)","Homo sapiens"
"PTPN21","ENSG00000070778","","protein tyrosine phosphatase non-receptor type 21(PTPN21)","Homo sapiens"
"PTPN22","ENSG00000134242","","protein tyrosine phosphatase non-receptor type 22(PTPN22)","Homo sapiens"
"PTPN23","ENSG00000076201","","protein tyrosine phosphatase non-receptor type 23(PTPN23)","Homo sapiens"
"PTPN3","ENSG00000070159","","protein tyrosine phosphatase non-receptor type 3(PTPN3)","Homo sapiens"
"PTPN4","ENSG00000088179","","protein tyrosine phosphatase non-receptor type 4(PTPN4)","Homo sapiens"
"PTPN6","ENSG00000111679","","protein tyrosine phosphatase non-receptor type 6(PTPN6)","Homo sapiens"
"PTPN7","ENSG00000143851","","protein tyrosine phosphatase non-receptor type 7(PTPN7)","Homo sapiens"
"PTPN9","ENSG00000169410","","protein tyrosine phosphatase non-receptor type 9(PTPN9)","Homo sapiens"
"PTPRA","ENSG00000132670","","protein tyrosine phosphatase receptor type A(PTPRA)","Homo sapiens"
"PTPRB","ENSG00000127329","","protein tyrosine phosphatase receptor type B(PTPRB)","Homo sapiens"
"PTPRC","ENSG00000081237","","protein tyrosine phosphatase receptor type C(PTPRC)","Homo sapiens"
"PTPRCAP","ENSG00000213402","","protein tyrosine phosphatase receptor type C associated protein(PTPRCAP)","Homo sapiens"
"PTPRD","ENSG00000153707","","protein tyrosine phosphatase receptor type D(PTPRD)","Homo sapiens"
"PTPRE","ENSG00000132334","","protein tyrosine phosphatase receptor type E(PTPRE)","Homo sapiens"
"PTPRF","ENSG00000142949","","protein tyrosine phosphatase receptor type F(PTPRF)","Homo sapiens"
"PTPRG","ENSG00000144724","","protein tyrosine phosphatase receptor type G(PTPRG)","Homo sapiens"
"PTPRG-AS1","ENSG00000241472","","PTPRG antisense RNA 1(PTPRG-AS1)","Homo sapiens"
"PTPRH","ENSG00000080031","","protein tyrosine phosphatase receptor type H(PTPRH)","Homo sapiens"
"PTPRJ","ENSG00000149177","","protein tyrosine phosphatase receptor type J(PTPRJ)","Homo sapiens"
"PTPRK","ENSG00000152894","","protein tyrosine phosphatase receptor type K(PTPRK)","Homo sapiens"
"PTPRM","ENSG00000173482","","protein tyrosine phosphatase receptor type M(PTPRM)","Homo sapiens"
